4112,10072.430,9957.307,0.000,AA shoring caisson
4114,10003.494,9993.428,0.000,AA shoring caisson
4115,10002.772,9986.886,0.000,AA shoring caisson
4116,10001.843,9978.927,0.000,AA shoring caisson
4117,10000.916,9970.981,0.000,AA shoring caisson
4118,9999.989,9963.035,0.000,AA shoring caisson
4119,9999.061,9955.089,0.000,AA shoring caisson
4120,9998.131,9947.122,0.000,AA shoring caisson
4121,9997.206,9939.197,0.000,AA shoring caisson
4122,9996.279,9931.251,0.000,AA shoring caisson
4123,9995.352,9923.304,0.000,AA shoring caisson
4124,9994.424,9915.358,0.000,AA shoring caisson
4125,9993.494,9907.392,0.000,AA shoring caisson
4126,9992.569,9899.466,0.000,AA shoring caisson
4127,9991.667,9891.193,0.000,AA shoring caisson
4128,9990.769,9883.495,0.000,AA shoring caisson
4129,9989.846,9875.591,0.000,AA shoring caisson
4130,9988.916,9867.624,0.000,AA shoring caisson
4131,9988.107,9860.693,0.000,AA shoring caisson
4132,9983.967,9854.151,0.000,AA shoring caisson
4133,10085.638,9864.469,0.000,AA shoring caisson
4134,10089.820,9858.064,0.000,AA shoring caisson
4135,10004.096,9998.224,0.000,AA shoring caisson
4136,10071.235,9965.810,0.000,AA shoring caisson
4151,10077.908,9950.039,0.000,AA PL point
4152,10085.323,9897.242,0.000,AA PL point
4153,10054.202,9839.018,0.000,AA PL point
4154,9986.848,9887.399,0.000,AA PL point
4155,9993.424,9943.699,0.000,AA PL point
4161,10078.738,9899.810,0.000,AA grid line int
4162,10068.985,9969.246,0.000,AA grid line int
4163,10065.744,9992.321,0.000,AA grid line int
4164,10006.128,9999.284,0.000,AA grid line int
4165,10001.513,9959.770,0.000,AA grid line int
4166,9993.927,9894.819,0.000,AA grid line int
4167,9993.105,9887.782,0.000,AA grid line int
4168,10020.831,9891.676,0.000,AA grid line int
4201,9982.712,9851.989,0.000,AB pool line prod to PL
4202,10089.571,9866.998,0.000,AB pool line prod to PL
4203,10084.860,9900.543,0.000,AB bldg line prod to PL
4204,10076.990,9956.574,0.000,AB bldg line prod to PL
4205,10076.012,9963.539,0.000,AB bldg line prod to PL
4206,10075.090,9970.104,0.000,AB bldg line prod to PL
4207,10073.640,9980.428,0.000,AB bldg line prod to PL
4208,9998.736,9989.177,0.000,AB bldg line prod to PL
4209,9996.822,9972.789,0.000,AB bldg line prod to PL
4210,9995.198,9958.883,0.000,AB bldg line prod to PL
4211,9993.559,9944.856,0.000,AB bldg line prod to PL
4212,9986.774,9886.767,0.000,AB bldg line prod to PL
4301,10078.740,9899.820,0.000,AC grid line int
4302,10070.889,9955.719,0.000,AC grid line int
4303,10068.988,9969.253,0.000,AC grid line int
4304,10067.315,9981.167,0.000,AC grid line int
4305,10034.179,9996.007,0.000,AC grid line int
4306,10027.938,9996.736,0.000,AC grid line int
4307,10006.128,9999.284,0.000,AC grid line int
4308,10004.864,9988.461,0.000,AC grid line int
4309,10026.674,9985.914,0.000,AC grid line int
4310,10035.745,9984.854,0.000,AC grid line int
4311,10038.537,9964.976,0.000,AC grid line int
4312,10023.990,9962.933,0.000,AC grid line int
4313,10023.473,9958.506,0.000,AC grid line int
4314,10006.549,9960.483,0.000,AC grid line int
4315,10001.663,9961.054,0.000,AC grid line int
4316,10001.514,9959.776,0.000,AC grid line int
4317,9999.875,9945.745,0.000,AC grid line int
4318,10022.351,9948.902,0.000,AC grid line int
4319,10040.438,9951.442,0.000,AC grid line int
4320,9997.221,9923.021,0.000,AC grid line int
4321,10019.031,9920.473,0.000,AC grid line int
4322,9993.862,9894.268,0.000,AC grid line int
4323,9993.106,9887.792,0.000,AC grid line int
4324,10015.672,9891.721,0.000,AC grid line int
4325,10015.582,9890.949,0.000,AC grid line int
4326,10018.623,9891.376,0.000,AC grid line int
4327,10048.289,9895.543,0.000,AC grid line int
4341,10034.734,9827.545,0.000,AC 10' OS to wall
4342,10048.045,9829.388,0.000,AC 10' OS to wall
4343,10061.107,9832.542,0.000,AC 10' OS to wall
4344,10074.559,9837.354,0.000,AC 10' OS to wall
4345,10088.012,9842.166,0.000,AC 10' OS to wall
4346,10021.445,9972.313,0.000,AC wall rad pt
4401,9981.351,9840.336,0.000,AD bio basin line prod to pl
4402,10091.150,9855.758,0.000,AD bio basin line prod to pl
4403,10054.598,9850.624,0.000,AD bio basin line int line 5
4404,9987.667,9841.223,0.000,AD bio basin line int line 10
4405,10085.049,9854.901,0.000,AD bio basin line int line 1
TR501.14,10202.719,10049.899,49.009,TR501
TR502.14,10145.857,10042.185,49.171,TR502
TR503.14,10003.379,10028.609,49.583,TR503
MP1.14,9991.360,9990.689,56.777,MP1
MP2.14,9988.612,9956.891,61.235,MP2
MP3.14,9983.504,9927.809,60.101,MP3
MP4.14,10077.115,9993.548,57.093,MP4
MP7.14,10083.842,9905.957,56.948,MP7
TR62722,10060.422,9858.001,37.170,156/H/T
1TR200,9989.864,9904.846,56.724,TR200
14345,10088.023,9842.173,29.905,4345
14344,10074.555,9837.366,29.458,4344
14343,10061.124,9832.563,29.638,4343
14342,10048.045,9829.390,29.454,4342
14341,10034.714,9827.574,29.327,4341
44010,9984.558,9840.786,37.263,4401-4402
44020,10087.031,9855.181,36.945,4402-4401
10002,10059.547,9841.640,29.251,1502 159/SET TBM 1X1
TR501.15,10202.720,10049.899,49.005,TR501
TR502.15,10145.851,10042.185,49.168,TR502
TR503.15,10003.385,10028.609,49.578,TR503
MP1.15,9991.361,9990.686,56.780,MP1
MP2.15,9988.614,9956.890,61.239,MP2
MP4.15,10077.116,9993.548,57.095,MP4
MP7.15,10083.845,9905.956,56.948,MP7
TR501.16,10202.720,10049.899,49.004,TR501
TR502.16,10145.865,10042.186,49.169,TR502
TR503.16,10003.378,10028.610,49.580,TR503
MP1.16,9991.359,9990.688,56.776,MP1
MP2.16,9988.612,9956.891,61.232,MP2
MP4.16,10077.114,9993.547,57.091,MP4
MP7.16,10083.841,9905.954,56.939,MP7
MP3.16,9983.500,9927.808,60.097,MP3
